Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
2592,497696,497696,10000,2025-10-28,1
2593,301353,301353,10000,2025-05-14,1
2594,335842,335842,10000,2025-08-07,1
2595,111718,111718,10000,2025-03-28,1
2596,19869,19869,10000,2025-04-14,1
2597,876018,876018,10000,2025-06-28,1
2598,548396,548396,10000,2025-05-07,1
2599,984934,984934,10000,2025-01-27,1
2600,132719,132719,10000,2025-08-14,1
2601,352265,352265,10000,2025-06-21,1
2602,969744,969744,10000,2025-07-28,1
2603,557584,557584,10000,2025-06-14,1
2604,374690,374690,10000,2025-09-28,1
2605,353386,353386,10000,2025-07-14,1
2606,518056,518056,10000,2025-06-14,1
2607,153543,153543,10000,2025-07-07,1
2608,82577,82577,10000,2025-08-14,1
2609,316519,316519,10000,2025-10-21,1
2610,826502,826502,10000,2025-03-14,1
2611,759189,759189,10000,2025-04-14,1
2612,858124,858124,10000,2025-08-07,1
2613,700277,700277,10000,2025-04-28,1
2614,571364,571364,10000,2025-02-06,1
2615,957005,957005,10000,2025-10-07,1
2616,869531,869531,10000,2025-10-07,1
2617,760653,760653,10000,2025-04-14,1
2618,600687,600687,10000,2025-03-21,1
2619,457070,457070,10000,2025-10-28,1
2620,849439,849439,10000,2025-11-14,1
2621,54662,54662,10000,2025-05-07,1
2622,57306,57306,10000,2025-07-28,1
2623,123607,123607,10000,2025-09-21,1
2624,626880,626880,10000,2025-10-14,1
2625,838466,838466,10000,2025-11-21,1
2626,599667,599667,10000,2025-06-07,1
2627,173024,173024,10000,2025-09-28,1
2628,937218,937218,10000,2025-09-14,1
2629,427014,427014,10000,2025-09-14,1
2630,401302,401302,10000,2025-06-14,1
2631,437398,437398,10000,2025-01-27,1
2632,57377,57377,10000,2025-10-07,1
2633,387622,387622,10000,2025-01-27,1
2634,770962,770962,10000,2025-06-14,1
2635,583083,583083,10000,2025-02-13,1
2636,422483,422483,10000,2025-04-28,1
2637,128219,128219,10000,2025-04-28,1
2638,144546,144546,10000,2025-12-07,1
2639,854990,854990,10000,2025-01-13,1
2640,395287,395287,10000,2025-01-06,1
2641,144705,144705,10000,2025-05-14,1
2642,425807,425807,10000,2025-05-28,1
2643,904301,904301,10000,2025-10-07,1
2644,618812,618812,10000,2025-09-28,1
2645,145109,145109,10000,2025-06-21,1
2646,196830,196830,10000,2025-10-14,1
2647,952308,952308,10000,2025-12-07,1
2648,637792,637792,10000,2025-08-07,1
2649,766577,766577,10000,2025-06-21,1
2650,333851,333851,10000,2025-02-27,1
2651,815469,815469,10000,2025-01-20,1
2652,80967,80967,10000,2025-03-21,1
2653,726577,726577,10000,2025-03-07,1
2654,852695,852695,10000,2025-10-07,1
2655,387058,387058,10000,2025-07-14,1
2656,360591,360591,10000,2025-03-21,1
2657,559763,559763,10000,2025-05-28,1
2658,265943,265943,10000,2025-08-14,1
2659,576569,576569,10000,2025-04-28,1
2660,120122,120122,10000,2025-03-14,1
2661,660552,660552,10000,2025-10-14,1
2662,58581,58581,10000,2025-01-20,1
2663,898490,898490,10000,2025-11-21,1
2664,845314,845314,10000,2025-08-07,1
2665,853831,853831,10000,2025-11-14,1
2666,108251,108251,10000,2025-10-07,1
2667,511604,511604,10000,2025-10-28,1
2668,342939,342939,10000,2025-12-28,1
2669,950607,950607,10000,2025-04-14,1
2670,166642,166642,10000,2025-04-21,1
2671,30466,30466,10000,2025-03-28,1
2672,809575,809575,10000,2025-12-14,1
2673,484636,484636,10000,2025-02-20,1
2674,773355,773355,10000,2025-12-28,1
2675,850048,850048,10000,2025-07-14,1
2676,961404,961404,10000,2025-10-14,1
2677,214306,214306,10000,2025-07-14,1
2678,404749,404749,10000,2025-11-14,1
2679,8456,8456,10000,2025-02-06,1
2680,116974,116974,10000,2025-08-07,1
2681,450390,450390,10000,2025-07-28,1
2682,44619,44619,10000,2025-11-28,1
2683,832433,832433,10000,2025-05-28,1
2684,966368,966368,10000,2025-05-07,1
2685,701301,701301,10000,2025-02-13,1
2686,711776,711776,10000,2025-09-28,1
2687,52244,52244,10000,2025-09-28,1
2688,298694,298694,10000,2025-02-06,1
2689,304600,304600,10000,2025-03-28,1
2690,194535,194535,10000,2025-07-07,1
2691,955511,955511,10000,2025-09-07,1
2692,774470,774470,10000,2025-01-13,1
2693,541785,541785,10000,2025-04-14,1
2694,521662,521662,10000,2025-04-21,1
2695,400553,400553,10000,2025-05-28,1
2696,806030,806030,10000,2025-04-07,1
2697,659620,659620,10000,2025-03-28,1
2698,392685,392685,10000,2025-11-28,1
2699,496263,496263,10000,2025-11-28,1
2700,825503,825503,10000,2025-06-21,1
2701,216679,216679,10000,2025-01-06,1
2702,353783,353783,10000,2025-08-14,1
2703,804123,804123,10000,2025-01-20,1
2704,167428,167428,10000,2025-06-14,1
2705,830787,830787,10000,2025-11-28,1
2706,110034,110034,10000,2025-08-21,1
2707,298646,298646,10000,2025-12-21,1
2708,924309,924309,10000,2025-06-07,1
2709,406267,406267,10000,2025-01-06,1
2710,84225,84225,10000,2025-02-13,1
2711,438024,438024,10000,2025-10-14,1
2712,165805,165805,10000,2025-01-06,1
2713,827028,827028,10000,2025-08-21,1
2714,923415,923415,10000,2025-12-28,1
2715,519900,519900,10000,2025-06-28,1
2716,27569,27569,10000,2025-04-28,1
2717,400631,400631,10000,2025-08-14,1
2718,956030,956030,10000,2025-02-06,1
2719,574328,574328,10000,2025-03-14,1
2720,808941,808941,10000,2025-03-21,1
2721,967024,967024,10000,2025-02-20,1
2722,76965,76965,10000,2025-04-14,1
2723,824757,824757,10000,2025-06-07,1
2724,394043,394043,10000,2025-08-14,1
2725,505779,505779,10000,2025-11-28,1
2726,543493,543493,10000,2025-12-14,1
2727,15996,15996,10000,2025-09-14,1
2728,472625,472625,10000,2025-04-28,1
2729,199033,199033,10000,2025-10-21,1
2730,971086,971086,10000,2025-03-28,1
2731,630028,630028,10000,2025-05-21,1
2732,886550,886550,10000,2025-04-07,1
2733,872863,872863,10000,2025-11-14,1
2734,55653,55653,10000,2025-01-20,1
2735,628496,628496,10000,2025-03-14,1
2736,171766,171766,10000,2025-04-21,1
2737,679171,679171,10000,2025-08-28,1
2738,457642,457642,10000,2025-05-21,1
2739,703870,703870,10000,2025-02-20,1
2740,468029,468029,10000,2025-10-07,1
2741,399038,399038,10000,2025-04-07,1
2742,835019,835019,10000,2025-06-21,1
2743,184882,184882,10000,2025-02-20,1
2744,519673,519673,10000,2025-11-14,1
2745,68815,68815,10000,2025-01-06,1
2746,535350,535350,10000,2025-09-14,1
2747,888828,888828,10000,2025-06-28,1
2748,47160,47160,10000,2025-11-07,1
2749,69682,69682,10000,2025-05-21,1
2750,922951,922951,10000,2025-09-21,1
2751,229876,229876,10000,2025-01-27,1
2752,214550,214550,10000,2025-03-14,1
2753,768994,768994,10000,2025-01-27,1
2754,268711,268711,10000,2025-03-07,1
2755,514349,514349,10000,2025-04-28,1
2756,977081,977081,10000,2025-08-14,1
2757,768499,768499,10000,2025-09-21,1
2758,370664,370664,10000,2025-09-28,1
2759,602182,602182,10000,2025-04-21,1
2760,701391,701391,10000,2025-05-14,1
2761,463095,463095,10000,2025-04-14,1
2762,484665,484665,10000,2025-03-21,1
2763,115243,115243,10000,2025-11-14,1
2764,467318,467318,10000,2025-10-28,1
2765,668841,668841,10000,2025-06-07,1
2766,686203,686203,10000,2025-11-14,1
2767,767913,767913,10000,2025-02-13,1
2768,159817,159817,10000,2025-08-28,1
2769,679218,679218,10000,2025-10-14,1
2770,838534,838534,10000,2025-01-27,1
2771,641893,641893,10000,2025-10-21,1
2772,642191,642191,10000,2025-08-14,1
2773,764801,764801,10000,2025-08-14,1
2774,61708,61708,10000,2025-08-07,1
2775,886937,886937,10000,2025-04-28,1
2776,962204,962204,10000,2025-12-21,1
2777,112735,112735,10000,2025-01-06,1
2778,210122,210122,10000,2025-02-06,1
2779,172072,172072,10000,2025-02-20,1
2780,627764,627764,10000,2025-03-14,1
2781,420419,420419,10000,2025-09-07,1
2782,702184,702184,10000,2025-07-14,1
2783,998278,998278,10000,2025-07-14,1
2784,736765,736765,10000,2025-01-06,1
2785,780379,780379,10000,2025-03-07,1
2786,30954,30954,10000,2025-07-28,1
2787,162958,162958,10000,2025-03-28,1
2788,397741,397741,10000,2025-09-21,1
2789,652439,652439,10000,2025-08-14,1
2790,707949,707949,10000,2025-04-14,1
2791,337801,337801,10000,2025-12-14,1
2792,906223,906223,10000,2025-01-06,1
2793,964895,964895,10000,2025-04-28,1
2794,332640,332640,10000,2025-11-07,1
2795,856521,856521,10000,2025-03-21,1
2796,653825,653825,10000,2025-05-28,1
2797,882738,882738,10000,2025-11-07,1
2798,365204,365204,10000,2025-10-28,1
2799,862622,862622,10000,2025-11-21,1
2800,631022,631022,10000,2025-02-06,1
2801,772379,772379,10000,2025-04-28,1
2802,949380,949380,10000,2025-12-07,1
2803,620123,620123,10000,2025-04-28,1
2804,983425,983425,10000,2025-12-14,1
2805,302505,302505,10000,2025-07-07,1
2806,898245,898245,10000,2025-03-21,1
2807,129638,129638,10000,2025-03-14,1
2808,645204,645204,10000,2025-11-07,1
2809,54287,54287,10000,2025-04-28,1
2810,471557,471557,10000,2025-05-28,1
2811,353623,353623,10000,2025-03-07,1
2812,665690,665690,10000,2025-10-28,1
2813,633315,633315,10000,2025-05-14,1
2814,736345,736345,10000,2025-11-14,1
2815,115798,115798,10000,2025-05-21,1
2816,105970,105970,10000,2025-07-14,1
2817,100922,100922,10000,2025-09-28,1
2818,403765,403765,10000,2025-03-07,1
2819,923957,923957,10000,2025-06-21,1
2820,288201,288201,10000,2025-06-07,1
2821,237402,237402,10000,2025-08-21,1
2822,884781,884781,10000,2025-06-07,1
2823,422164,422164,10000,2025-06-14,1
2824,441027,441027,10000,2025-12-28,1
2825,970280,970280,10000,2025-01-13,1
2826,250236,250236,10000,2025-09-14,1
2827,900892,900892,10000,2025-06-14,1
2828,233864,233864,10000,2025-12-21,1
2829,575390,575390,10000,2025-02-06,1
2830,195793,195793,10000,2025-12-14,1
2831,215907,215907,10000,2025-11-28,1
2832,463834,463834,10000,2025-04-21,1
2833,862058,862058,10000,2025-05-07,1
2834,93320,93320,10000,2025-12-21,1
2835,607177,607177,10000,2025-12-14,1
2836,339929,339929,10000,2025-10-07,1
2837,761561,761561,10000,2025-10-07,1
2838,109989,109989,10000,2025-07-07,1
2839,735856,735856,10000,2025-07-14,1
2840,941251,941251,10000,2025-09-21,1
2841,424017,424017,10000,2025-07-07,1
2842,217105,217105,10000,2025-03-07,1
2843,743922,743922,10000,2025-07-28,1
2844,124986,124986,10000,2025-06-28,1
2845,565619,565619,10000,2025-05-28,1
2846,172559,172559,10000,2025-06-21,1
2847,204235,204235,10000,2025-01-06,1
2848,283839,283839,10000,2025-07-07,1
2849,871375,871375,10000,2025-10-21,1
2850,781072,781072,10000,2025-01-27,1
2851,834006,834006,10000,2025-09-14,1
2852,673752,673752,10000,2025-11-07,1
2853,391687,391687,10000,2025-03-07,1
2854,661643,661643,10000,2025-10-07,1
2855,393318,393318,10000,2025-08-21,1
2856,538474,538474,10000,2025-03-28,1
2857,20493,20493,10000,2025-12-28,1
2858,646827,646827,10000,2025-04-14,1
2859,738083,738083,10000,2025-08-14,1
2860,294285,294285,10000,2025-01-20,1
2861,52352,52352,10000,2025-01-13,1
2862,150531,150531,10000,2025-04-14,1
2863,530310,530310,10000,2025-12-07,1
2864,420060,420060,10000,2025-09-14,1
2865,526481,526481,10000,2025-06-21,1
2866,329573,329573,10000,2025-06-21,1
2867,383261,383261,10000,2025-02-27,1
2868,758511,758511,10000,2025-06-07,1
2869,973879,973879,10000,2025-11-14,1
2870,160001,160001,10000,2025-02-27,1
2871,1088,1088,10000,2025-12-21,1
2872,12343,12343,10000,2025-09-21,1
2873,869850,869850,10000,2025-08-21,1
2874,331440,331440,10000,2025-07-28,1
2875,560434,560434,10000,2025-03-28,1
2876,298066,298066,10000,2025-05-21,1
2877,997683,997683,10000,2025-11-28,1
2878,740446,740446,10000,2025-01-27,1
2879,442393,442393,10000,2025-09-21,1
2880,247392,247392,10000,2025-12-07,1
2881,624708,624708,10000,2025-11-07,1
2882,288184,288184,10000,2025-05-21,1
2883,195685,195685,10000,2025-08-28,1
2884,180923,180923,10000,2025-04-28,1
2885,686918,686918,10000,2025-10-28,1
2886,69835,69835,10000,2025-10-21,1
2887,619841,619841,10000,2025-07-21,1
2888,37413,37413,10000,2025-03-21,1
2889,291692,291692,10000,2025-12-21,1
2890,4938,4938,10000,2025-06-28,1
2891,904780,904780,10000,2025-01-27,1
2892,926336,926336,10000,2025-12-21,1
2893,431724,431724,10000,2025-07-28,1
2894,125361,125361,10000,2025-07-07,1
2895,350184,350184,10000,2025-10-14,1
2896,523774,523774,10000,2025-01-27,1
2897,300218,300218,10000,2025-04-07,1
2898,528389,528389,10000,2025-09-07,1
2899,541487,541487,10000,2025-06-21,1
2900,690161,690161,10000,2025-09-07,1
2901,320735,320735,10000,2025-04-28,1
2902,591494,591494,10000,2025-02-06,1
2903,912,912,10000,2025-06-28,1
2904,492809,492809,10000,2025-06-21,1
2905,272,272,10000,2025-09-28,1
2906,296236,296236,10000,2025-05-21,1
2907,211287,211287,10000,2025-04-14,1
2908,690510,690510,10000,2025-08-21,1
2909,571088,571088,10000,2025-05-07,1
2910,82988,82988,10000,2025-09-28,1
2911,291319,291319,10000,2025-12-14,1
2912,903271,903271,10000,2025-12-14,1
2913,104964,104964,10000,2025-10-14,1
2914,600552,600552,10000,2025-11-07,1
2915,847456,847456,10000,2025-06-14,1
2916,317969,317969,10000,2025-10-07,1
2917,441843,441843,10000,2025-03-21,1
2918,776726,776726,10000,2025-03-14,1
2919,126124,126124,10000,2025-08-07,1
2920,494310,494310,10000,2025-07-28,1
2921,51070,51070,10000,2025-07-14,1
2922,58208,58208,10000,2025-01-13,1
2923,306684,306684,10000,2025-12-07,1
2924,348850,348850,10000,2025-02-20,1
2925,386189,386189,10000,2025-02-27,1
2926,902584,902584,10000,2025-01-27,1
2927,803621,803621,10000,2025-09-07,1
2928,652767,652767,10000,2025-07-07,1
2929,494846,494846,10000,2025-01-13,1
2930,868180,868180,10000,2025-01-27,1
2931,509151,509151,10000,2025-02-13,1
2932,1516,1516,10000,2025-02-20,1
2933,238653,238653,10000,2025-01-20,1
2934,145071,145071,10000,2025-05-14,1
2935,656000,656000,10000,2025-05-07,1
2936,918575,918575,10000,2025-10-07,1
2937,921212,921212,10000,2025-12-21,1
2938,787866,787866,10000,2025-08-21,1
2939,721620,721620,10000,2025-08-21,1
2940,437970,437970,10000,2025-08-21,1
2941,380013,380013,10000,2025-04-14,1
2942,667926,667926,10000,2025-12-07,1
2943,104469,104469,10000,2025-06-07,1
2944,152764,152764,10000,2025-05-21,1
2945,652300,652300,10000,2025-03-28,1
2946,538582,538582,10000,2025-07-14,1
2947,482364,482364,10000,2025-12-07,1
2948,384039,384039,10000,2025-04-14,1
2949,469233,469233,10000,2025-01-20,1
2950,356833,356833,10000,2025-12-14,1
2951,315566,315566,10000,2025-03-14,1
2952,278333,278333,10000,2025-06-21,1
2953,356931,356931,10000,2025-03-21,1
2954,176486,176486,10000,2025-03-14,1
2955,984103,984103,10000,2025-10-21,1
2956,344602,344602,10000,2025-07-14,1
2957,711341,711341,10000,2025-07-21,1
2958,756885,756885,10000,2025-12-28,1
2959,279020,279020,10000,2025-05-07,1
2960,967046,967046,10000,2025-03-14,1
2961,479900,479900,10000,2025-03-14,1
2962,169197,169197,10000,2025-04-14,1
2963,144615,144615,10000,2025-02-13,1
2964,810931,810931,10000,2025-08-28,1
2965,633634,633634,10000,2025-03-28,1
2966,531019,531019,10000,2025-11-14,1
2967,272677,272677,10000,2025-01-06,1
2968,612833,612833,10000,2025-05-28,1
2969,397056,397056,10000,2025-11-07,1
2970,792854,792854,10000,2025-04-07,1
2971,745061,745061,10000,2025-09-07,1
2972,667865,667865,10000,2025-10-07,1
2973,198439,198439,10000,2025-03-07,1
2974,822653,822653,10000,2025-09-07,1
2975,181947,181947,10000,2025-02-13,1
2976,170204,170204,10000,2025-01-13,1
2977,374584,374584,10000,2025-06-14,1
2978,894951,894951,10000,2025-03-21,1
2979,554984,554984,10000,2025-05-07,1
2980,913940,913940,10000,2025-02-06,1
2981,928661,928661,10000,2025-04-28,1
2982,661261,661261,10000,2025-09-21,1
2983,651988,651988,10000,2025-05-21,1
2984,489715,489715,10000,2025-01-06,1
2985,571019,571019,10000,2025-02-27,1
2986,868721,868721,10000,2025-07-21,1
2987,594594,594594,10000,2025-07-28,1
2988,665303,665303,10000,2025-10-07,1
2989,272453,272453,10000,2025-05-28,1
2990,104506,104506,10000,2025-07-14,1
2991,763984,763984,10000,2025-05-21,1
2992,67493,67493,10000,2025-05-28,1
2993,612118,612118,10000,2025-06-14,1
2994,759219,759219,10000,2025-05-14,1
2995,945567,945567,10000,2025-07-07,1
2996,17223,17223,10000,2025-01-20,1
2997,62667,62667,10000,2025-03-21,1
2998,899191,899191,10000,2025-10-21,1
2999,631455,631455,10000,2025-04-14,1
3000,761103,761103,10000,2025-07-07,1
3001,748094,748094,10000,2025-12-21,1
3002,514379,514379,10000,2025-05-28,1
3003,960252,960252,10000,2025-08-21,1
3004,988420,988420,10000,2025-08-07,1
3005,203921,203921,10000,2025-02-27,1
3006,278455,278455,10000,2025-10-21,1
3007,553260,553260,10000,2025-08-21,1
3008,176561,176561,10000,2025-05-28,1
3009,260080,260080,10000,2025-08-07,1
3010,908165,908165,10000,2025-04-28,1
3011,534419,534419,10000,2025-02-27,1
3012,840136,840136,10000,2025-06-14,1
3013,373920,373920,10000,2025-08-21,1
3014,66924,66924,10000,2025-11-07,1
3015,926488,926488,10000,2025-05-21,1
3016,193719,193719,10000,2025-04-14,1
3017,47625,47625,10000,2025-02-13,1
3018,877201,877201,10000,2025-09-21,1
3019,225697,225697,10000,2025-08-28,1
3020,877330,877330,10000,2025-01-27,1
3021,658576,658576,10000,2025-05-21,1
3022,438841,438841,10000,2025-01-06,1
3023,985933,985933,10000,2025-10-21,1
3024,413252,413252,10000,2025-02-06,1
3025,466846,466846,10000,2025-07-14,1
3026,11750,11750,10000,2025-02-06,1
3027,665683,665683,10000,2025-10-21,1
3028,752442,752442,10000,2025-11-07,1
3029,763849,763849,10000,2025-01-06,1
3030,742062,742062,10000,2025-06-28,1
3031,767004,767004,10000,2025-08-21,1
3032,105032,105032,10000,2025-12-21,1
3033,399578,399578,10000,2025-09-28,1
3034,650311,650311,10000,2025-10-21,1
3035,222549,222549,10000,2025-01-20,1
3036,908700,908700,10000,2025-10-14,1
3037,236091,236091,10000,2025-01-20,1
3038,396971,396971,10000,2025-08-14,1
3039,281657,281657,10000,2025-07-21,1
3040,535130,535130,10000,2025-02-06,1
3041,112450,112450,10000,2025-03-28,1
3042,482317,482317,10000,2025-10-21,1
3043,81167,81167,10000,2025-10-07,1
3044,158157,158157,10000,2025-02-13,1
3045,444879,444879,10000,2025-07-07,1
3046,848249,848249,10000,2025-08-14,1
3047,880745,880745,10000,2025-05-28,1
3048,119658,119658,10000,2025-12-07,1
3049,41691,41691,10000,2025-11-28,1
3050,489796,489796,10000,2025-03-28,1
3051,481653,481653,10000,2025-12-28,1
3052,592354,592354,10000,2025-06-14,1
3053,915295,915295,10000,2025-10-21,1
3054,550705,550705,10000,2025-08-28,1
3055,923171,923171,10000,2025-04-28,1
3056,257830,257830,10000,2025-06-14,1
3057,6005,6005,10000,2025-05-28,1
3058,477810,477810,10000,2025-06-28,1
3059,776910,776910,10000,2025-09-14,1
3060,491535,491535,10000,2025-12-28,1
3061,671813,671813,10000,2025-07-21,1
3062,292356,292356,10000,2025-10-14,1
3063,846320,846320,10000,2025-05-07,1
3064,278798,278798,10000,2025-09-28,1
3065,172125,172125,10000,2025-04-14,1
3066,702787,702787,10000,2025-03-07,1
3067,348581,348581,10000,2025-05-28,1
3068,416308,416308,10000,2025-06-14,1
3069,412770,412770,10000,2025-10-14,1
3070,879694,879694,10000,2025-07-14,1
3071,483127,483127,10000,2025-01-06,1
3072,352312,352312,10000,2025-08-07,1
3073,225598,225598,10000,2025-05-21,1
3074,731349,731349,10000,2025-03-21,1
3075,208292,208292,10000,2025-02-06,1
3076,62379,62379,10000,2025-06-07,1
3077,806305,806305,10000,2025-01-06,1
3078,357023,357023,10000,2025-06-21,1
3079,137257,137257,10000,2025-01-06,1
3080,245691,245691,10000,2025-04-14,1
3081,22638,22638,10000,2025-11-07,1
3082,319264,319264,10000,2025-04-21,1
3083,687613,687613,10000,2025-09-21,1
3084,634153,634153,10000,2025-08-28,1
3085,821996,821996,10000,2025-11-21,1
3086,204814,204814,10000,2025-08-07,1
3087,259013,259013,10000,2025-09-07,1
3088,206766,206766,10000,2025-12-07,1
3089,11054,11054,10000,2025-03-14,1
3090,92924,92924,10000,2025-11-21,1
3091,729207,729207,10000,2025-05-14,1
3092,674132,674132,10000,2025-11-21,1
3093,768210,768210,10000,2025-12-07,1
3094,447387,447387,10000,2025-05-14,1
3095,915105,915105,10000,2025-04-14,1
3096,555364,555364,10000,2025-05-21,1
3097,90721,90721,10000,2025-11-14,1
3098,318410,318410,10000,2025-12-21,1
3099,756000,756000,10000,2025-07-28,1
3100,89500,89500,10000,2025-07-14,1
3101,112101,112101,10000,2025-04-14,1
3102,381866,381866,10000,2025-05-07,1
3103,201999,201999,10000,2025-11-28,1
3104,385304,385304,10000,2025-09-28,1
3105,149822,149822,10000,2025-05-07,1
3106,874868,874868,10000,2025-05-07,1
3107,906924,906924,10000,2025-12-07,1
3108,846511,846511,10000,2025-11-14,1
3109,154825,154825,10000,2025-01-06,1
3110,456195,456195,10000,2025-06-07,1
3111,452648,452648,10000,2025-09-28,1
3112,922974,922974,10000,2025-10-14,1
3113,83873,83873,10000,2025-02-27,1
3114,207885,207885,10000,2025-12-28,1
3115,578765,578765,10000,2025-04-28,1
3116,594939,594939,10000,2025-07-07,1
3117,6534,6534,10000,2025-11-07,1
3118,21408,21408,10000,2025-06-28,1
3119,183791,183791,10000,2025-02-27,1
3120,987268,987268,10000,2025-06-14,1
3121,353462,353462,10000,2025-09-28,1
3122,489447,489447,10000,2025-04-14,1
3123,278828,278828,10000,2025-10-28,1
3124,795606,795606,10000,2025-10-14,1
3125,466053,466053,10000,2025-05-14,1
3126,609753,609753,10000,2025-12-28,1
3127,844315,844315,10000,2025-11-14,1
3128,9147,9147,10000,2025-12-28,1
3129,618455,618455,10000,2025-10-07,1
3130,844,844,10000,2025-04-21,1
3131,919016,919016,10000,2025-12-21,1
3132,95937,95937,10000,2025-02-13,1
3133,262123,262123,10000,2025-03-07,1
3134,264280,264280,10000,2025-01-27,1
3135,398770,398770,10000,2025-07-14,1
3136,861035,861035,10000,2025-07-21,1
3137,29643,29643,10000,2025-12-28,1
3138,828051,828051,10000,2025-06-07,1
3139,186856,186856,10000,2025-07-14,1
3140,145095,145095,10000,2025-06-07,1
3141,99580,99580,10000,2025-01-27,1
3142,912679,912679,10000,2025-08-28,1
3143,676243,676243,10000,2025-08-28,1
3144,105963,105963,10000,2025-07-07,1
3145,897872,897872,10000,2025-03-14,1
3146,503789,503789,10000,2025-06-21,1
3147,31391,31391,10000,2025-10-07,1
3148,430619,430619,10000,2025-07-21,1
3149,823619,823619,10000,2025-04-28,1
3150,422988,422988,10000,2025-09-14,1
3151,252760,252760,10000,2025-08-07,1
3152,142967,142967,10000,2025-08-14,1
3153,861968,861968,10000,2025-02-06,1
3154,718661,718661,10000,2025-07-21,1
3155,330847,330847,10000,2025-12-14,1
3156,7479,7479,10000,2025-06-07,1
3157,658166,658166,10000,2025-04-07,1
3158,449445,449445,10000,2025-12-28,1
3159,555716,555716,10000,2025-05-07,1
3160,355254,355254,10000,2025-08-21,1
3161,649983,649983,10000,2025-11-28,1
3162,85651,85651,10000,2025-01-06,1
3163,579416,579416,10000,2025-02-06,1
3164,51573,51573,10000,2025-11-28,1
3165,512804,512804,10000,2025-02-06,1
3166,450574,450574,10000,2025-01-27,1
3167,339516,339516,10000,2025-08-21,1
3168,285981,285981,10000,2025-05-14,1
3169,82919,82919,10000,2025-07-21,1
3170,135189,135189,10000,2025-05-14,1
3171,255237,255237,10000,2025-05-14,1
3172,889021,889021,10000,2025-01-06,1
3173,950956,950956,10000,2025-03-28,1
3174,322985,322985,10000,2025-06-21,1
3175,832579,832579,10000,2025-10-21,1
3176,648908,648908,10000,2025-12-21,1
3177,602098,602098,10000,2025-01-27,1
3178,722826,722826,10000,2025-12-07,1
3179,487251,487251,10000,2025-04-14,1
3180,388241,388241,10000,2025-10-07,1
3181,107144,107144,10000,2025-09-28,1
3182,559702,559702,10000,2025-03-28,1
3183,134015,134015,10000,2025-02-27,1
3184,545323,545323,10000,2025-12-14,1
3185,573871,573871,10000,2025-12-14,1
3186,554785,554785,10000,2025-10-21,1
3187,353187,353187,10000,2025-12-28,1
3188,314827,314827,10000,2025-03-07,1
3189,30666,30666,10000,2025-10-14,1
3190,892762,892762,10000,2025-03-28,1
3191,14782,14782,10000,2025-05-21,1
3192,872839,872839,10000,2025-10-21,1
3193,128754,128754,10000,2025-10-14,1
3194,187298,187298,10000,2025-09-28,1
3195,369368,369368,10000,2025-03-14,1
3196,582028,582028,10000,2025-03-28,1
3197,541168,541168,10000,2025-08-07,1
3198,727554,727554,10000,2025-11-07,1
3199,393471,393471,10000,2025-01-20,1
3200,219041,219041,10000,2025-06-21,1
3201,811862,811862,10000,2025-03-14,1
3202,300446,300446,10000,2025-11-21,1
3203,624104,624104,10000,2025-03-14,1
3204,336992,336992,10000,2025-09-28,1
3205,948509,948509,10000,2025-07-21,1
3206,823269,823269,10000,2025-05-14,1
3207,569303,569303,10000,2025-06-21,1
3208,938505,938505,10000,2025-03-21,1
3209,678479,678479,10000,2025-10-07,1
3210,223402,223402,10000,2025-05-21,1
3211,855210,855210,10000,2025-08-21,1
3212,938979,938979,10000,2025-07-07,1
3213,21326,21326,10000,2025-04-07,1
3214,276153,276153,10000,2025-07-07,1
3215,418253,418253,10000,2025-10-07,1
3216,313028,313028,10000,2025-04-07,1
3217,750100,750100,10000,2025-06-14,1
3218,248504,248504,10000,2025-12-21,1
3219,991759,991759,10000,2025-09-21,1
3220,535281,535281,10000,2025-07-07,1
3221,40480,40480,10000,2025-08-07,1
3222,110996,110996,10000,2025-04-07,1
3223,419809,419809,10000,2025-01-06,1
3224,267986,267986,10000,2025-03-14,1
3225,305424,305424,10000,2025-06-28,1
3226,801965,801965,10000,2025-02-27,1
3227,53534,53534,10000,2025-04-07,1
3228,919581,919581,10000,2025-07-07,1
3229,570760,570760,10000,2025-06-14,1
3230,717245,717245,10000,2025-09-07,1
3231,557080,557080,10000,2025-01-27,1
3232,942447,942447,10000,2025-12-28,1
3233,498231,498231,10000,2025-04-14,1
3234,962632,962632,10000,2025-02-20,1
3235,708200,708200,10000,2025-12-21,1
3236,499678,499678,10000,2025-03-28,1
3237,551918,551918,10000,2025-12-21,1
3238,180170,180170,10000,2025-04-07,1
3239,303031,303031,10000,2025-12-14,1
3240,93954,93954,10000,2025-09-14,1
3241,31405,31405,10000,2025-10-21,1
3242,948700,948700,10000,2025-01-27,1
3243,119085,119085,10000,2025-05-14,1
3244,961777,961777,10000,2025-10-21,1
3245,978356,978356,10000,2025-02-06,1
3246,312578,312578,10000,2025-01-13,1
3247,748673,748673,10000,2025-07-21,1
3248,86962,86962,10000,2025-08-07,1
3249,381216,381216,10000,2025-07-28,1
3250,276320,276320,10000,2025-12-21,1
3251,298958,298958,10000,2025-10-28,1
3252,111430,111430,10000,2025-06-14,1
3253,855118,855118,10000,2025-05-21,1
3254,191194,191194,10000,2025-05-21,1
3255,939359,939359,10000,2025-07-21,1
